<id>	<title>
624216	Ramon Hernandez (Lasher) (Earth-33734)
624219	Leslie Gesneria (Earth-33734)
624223	Donna Diego (Earth-33734)
624224	Major Pain (Earth-12973)
624225	Johnathon Blaze (Earth-33734)
624227	Lady Liberty (Earth-12973)
624229	McDaniel Hart (Earth-12973)
624231	Natalia Romanova (Earth-54201)
624233	Natalia Romanova (Earth-90251)
624235	Clinton Barton (Earth-33734)
624237	Matthew Murdock (Earth-33734)
624239	Venom (Klyntar) (Earth-33734)
624240	Lockheed (Earth-12131)
624243	Natalia Romanova (Earth-93165)
624244	Carnage (Klyntar) (Earth-33734)
624245	Riot (Klyntar) (Earth-33734)
624246	Phage (Klyntar) (Earth-33734)
624247	Lasher (Klyntar) (Earth-33734)
624248	Agony (Klyntar) (Earth-33734)
624249	Scream (Klyntar) (Earth-33734)
624251	Aragorn (Earth-12131)
624261	Valinor (Earth-12131)
624267	E.V.A. (Earth-12131)
624272	David Lieberman (Earth-12131)
624296	Delphic (Legion Personality) (Earth-616)
624301	Time-Sink (Legion Personality) (Earth-616)
624314	James Howlett (Earth-93165)
624318	Natalia Romanova (Earth-200505)
624321	Natalia Romanova (Earth-600026)
624322	Natalia Romanova (Earth-TRN009)
624324	Gau (Earth-616)
624406	Louis Wyler (Earth-760207)
624448	115 (Legion Personality) (Earth-616)
624449	Susan in Sunshine (Legion Personality) (Earth-616)
624450	762 (Legion Personality) (Earth-616)
624482	Gabop
624509	Bleeding Image (Legion Personality) (Earth-616)
624575	Doe Eyes (Earth-616)
624579	Andy Crockett (Earth-616)
624584	Snake Fang (Earth-616)
624585	Barry Foxxe (Earth-616)
624590	Running Wolf (Earth-616)
624599	Phillip Coulson (Earth-12131)
624664	Chain (Legion Personality) (Earth-616)
624689	Styx (Legion Personality) (Earth-616)
624691	Vlad Dracula (Earth-12041)
624692	Attuma (Earth-12041)
624721	The Origamist (Legion Personality) (Earth-616)
624754	Aaron Davis (Earth-35525)
624823	Frank Castle (Earth-8666)
624825	Steven Rogers (Earth-8666)
624827	Natalia Romanova (Earth-8666)
624832	Frank Castle (Earth-9151)
624836	Frank Castle (Earth-9250)
624839	Frank Castle (Earth-40616)
624842	Paris Peters (Earth-40616)
624851	Frank Castle (Earth-89721)
624852	Joseph Threetrees (Earth-616)
624858	Waloo
624974	Antonio Stark (Earth-12125)
624986	Parody (Earth-982)
625071	Benny Barumpbump
625148	Abigail Wright (Earth-TRN008)
625187	Eric Savin (Earth-12131)
625219	Jefferson Davis (Earth-35525)
625221	May Reilly (Earth-35125)
625222	Miles Morales (Earth-35525)
625243	Taurus (Hyboria) (Earth-616)
625282	Henry Pym (Earth-9590)
625289	Caroline le Fay (Earth-616)
625291	Natalia Romanova (Earth-21050)
625292	Ken Connel
625293	John Tenson
625309	Xanto Starblood (Earth-616)
625311	Yag-Kosha (Earth-616)
625315	The Philistine (Earth-616)
625370	Jonath (Earth-616)
625371	Vision (Earth-8910)
625375	Vision (Earth-9151)
625377	Vision (Earth-9590)
625379	Vision (Earth-89721)
625381	Vision (Earth-90251)
625384	Vision (Earth-93165)
625385	Vision (Earth-95019)
625391	Vision (Earth-95126)
625392	Vision (Earth-TRN047)
625396	Anthony Stark (Earth-TRN047)
625399	Henry Pym (Earth-TRN047)
625401	Vision (Poppupian) (Earth-95397)
625402	Red Vision (Earth-9602)
625417	Yabbat Ummon Turru (Earth-1365)
625425	Manifold (Earth-1331)
625451	Taramis (Earth-616)
625463	Mister Magic (Earth-616)
625464	Mister Mind (Earth-616)
625465	Mister Muscles (Earth-616)
625470	Marcios (Earth-616)
625472	Constantius (Earth-616)
625475	Frank Yarrow (Earth-616)
625477	Cliff Morgan (Earth-616)
625488	Reed Richards (Earth-36)
625522	Peter Parker (Earth-36)
625525	Namor McKenzie (Earth-36)
625528	Anthony Stark (Earth-36)
625531	Norrin Radd (Earth-36)
625583	Consuela Sanchez (Earth-616)
625699	Arkea (Earth-616)
625734	Jara (Earth-616)
625738	Helkooky (Earth-616)
625763	Frank Castle (Earth-TRN257)
625766	Steven Rogers (Earth-TRN257)
625768	Anthony Stark (Earth-TRN257)
625773	James Howlett (Earth-TRN257)
625777	Peter Parker (Earth-TRN257)
625787	Rudion Richards (Earth-717)
625793	Balb (Earth-616)
625809	John Ehrmann (Earth-616)
625812	Red Mary (Earth-616)
625814	Bloody Mary (Earth-616)
625957	Hikaru (Earth-928)
625958	Shamash-Shum-Ukin (Earth-616)
625959	Alhambra (Akbitana) (Earth-616)
625960	Reed Richards (Earth-929)
625972	Reed Richards (Earth-957)
625976	Cornelius Hauptmann (Earth-969)
625979	Reed Richards (Earth-989)
625986	Reed Richards (Earth-2021)
626020	Reed Richards (Earth-2988)
626025	Reed Richards (Earth-5560)
626031	Reed Richards (Earth-6730)
626035	Reed Richards (Earth-7187)
626037	Hav-Rogg (Earth-616)
626039	Namor McKenzie (Earth-7187)
626044	Norrin Radd (Earth-7187)
626052	Ape (Mobster) (Earth-616)
626074	Just A Really Very Intelligent System (Earth-91119)
626084	Dadingra Ummon Turru (Earth-1365)
626095	Tyros (Earth-13054)
626109	Adriana Soria (Princess) (Earth-616)
626125	Bunnisher (Earth-91119)
626178	Reed Richards (Earth-7940)
626182	Vision (Earth-7940)
626188	Reed Richards (Earth-8041)
626191	Zam (Earth-8041)
626196	Vision (Earth-8041)
626209	Reed Richards (Earth-8222)
626217	Reed Richards (Earth-8861)
626219	Reed Richards (Earth-8910)
626222	Reed Richards (Earth-9009)
626225	Reed Richards (Earth-9011)
626228	Marygay Dinkins (Earth-9011)
626235	James Buchanan Barnes (Earth-9021)
626243	Nathaniel Essex (Earth-9112)
626245	En Sabah Nur (Earth-9112)
626248	Victor Creed (Earth-9112)
626252	David Russell (Earth-9112)
626273	Hypnotist (Dara) (Earth-616)
626282	Krakoa (Brood Clone) (Earth-616)
626290	Karl Lykos (Brood Clone) (Earth-616)
626361	Galaktus (Earth-13054)
626392	Reed Richards (Earth-9151)
626394	Reed Richards (Earth-9230)
626396	Reed Richards (Earth-9510)
626402	Reed Richards (Earth-9512)
626403	Reed Richards (Earth-9532)
626405	Reed Richards (Earth-9590)
626406	Reed Richards (Earth-9796)
626408	Reed Richards (Earth-9871)
626412	Reed Richards (Earth-9939)
626418	Reed Richards (Earth-10223)
626465	John Dancer (Earth-616)
626511	Lewis Guthrie (Earth-9142)
626512	Lucinda Guthrie (Earth-9142)
626532	Henry McCoy (Dark Beast) (Earth-TRN269)
626533	Henry McCoy (Brute) (Earth-TRN269)
626552	Nicholas Fury (Earth-32125)
626623	Norrin Radd (Earth-71016)
626626	Namor McKenzie (Earth-71016)
626638	Steven Rogers (Earth-71016)
626640	Vision (Earth-71016)
626642	Peter Parker (Earth-71016)
626644	Charles Xavier (Earth-71016)
626646	Anthony Stark (Earth-71016)
626653	Calvin Rankin (Earth-42413)
626656	Vera Cantor (Earth-42413)
626658	Mimic's Child (Earth-42413)
626675	Marys Iosama (Earth-616)
626680	James Howlett (Earth-71016)
626687	Giuletta Nefaria
626721	Kativa (Earth-616)
626724	Norman Osborn (Earth-35125)
626731	Longshot (Earth-11080)
626764	Jenna (Earth-616)
626780	Namor McKenzie (Earth-92210)
626784	Henry Pym (Earth-12101)
626786	Peter Parker (Earth-12101)
626794	Steven Rogers (Earth-12125)
626797	Steven Rogers (Earth-12101)
626800	Otto Octavius (Earth-35125)
626804	Otto Octavius (Earth-TRN246)
626811	Doctor Octopus (Earth-8377)
626820	Vision (Earth-TRN246)
626822	Anthony Stark (Earth-12101)
626824	Henry Pym (Earth-90984)
626839	Basil Sandhurst
626854	Assistant Watcher (Earth-90984)
626857	Howard Hanover (Earth-616)
626862	Natalia Romanova (Earth-TRN246)
626867	Reed Richards (Earth-11113)
626897	Eric O'Grady (Earth-6311)
626904	Scott Lang (Earth-6311)
626963	Reed Richards (Earth-11120)
626965	Reed Richards (Earth-11201)
626967	Norrin Radd (Earth-11201)
627004	Regina Clayborne (Earth-616)
627010	NA
627023	Surtur (Earth-91119)
627024	Ymir (Earth-91119)
627042	Snot (Earth-616)
627047	Reed Richards (Earth-12011)
627058	Reed Richards (Earth-20132)
627065	Reed Richards (Earth-22795)
627067	Scott Lang (Earth-22795)
627071	Vision (Earth-22795)
627092	Deathlok (Exact Medical Replica) (Earth-7484)
627181	NA
627238	Salvatore (Earth-8107)
627241	Allen Milgrom (Earth-8107)
627293	Vision (Earth-808122)
627306	Frank Castle (Earth-12101)
627309	Natalia Romanova (Earth-12101)
627314	Otto Octavius (Earth-12101)
627326	Norrin Radd (Earth-12101)
627329	Norrin Radd (Earth-77119)
627377	Anna Maria Marconi (Earth-616)
627380	Donald Lamaze (Earth-616)
627397	Cullen Bunn (Earth-41210)
627401	Dalibor Talajic (Earth-41210)
627405	Jordan D. White (Earth-41210)
627406	John Edgar Hoover (Earth-616)
627408	Reed Richards (Earth-1112)
627410	Cyrus Vance (Earth-616)
627445	Dionysus Acratophorus (Earth-829)
627446	Ares (Earth-829)
627455	Ronhon (Earth-829)
627456	Pogu (Earth-829)
627457	Wipo (Earth-829)
627458	Mojo (Earth-829)
627459	Piel (Earth-829)
627533	Amayd Malin (Earth-829)
627542	Reed Richards (Earth-1556)
627548	Reed Richards (Earth-6077)
627550	Reed Richards (Earth-6232)
627554	Anthony Stark (Earth-6232)
627557	Zoma (Earth-6232)
627558	Xavi (Earth-6232)
627562	Simon Williams (Earth-12131)
627576	Frank Payne (Earth-12131)
627583	Peter Parker (Earth-99914)
627603	Reed Richards (Earth-7642)
627605	Galan (Earth-7642)
627610	Norrin Radd (Earth-7642)
627611	Reed Richards (Earth-9061)
627617	Dan Quayle (Earth-9061)
627619	Reed Richards (Earth-28918)
627621	Reed Richards (Earth-49487)
627653	Reed Richards (Earth-64894)
627670	Frank Castle (Earth-64894)
627673	Reed Richards (Earth-66209)
627674	Reed Richards (Earth-90266)
627681	Reed Richards (Earth-68994)
627728	Michael Tan (Earth-12041)
627938	Fei Lian (Earth-616)
627968	William Hansen (Earth-616)
627989	Norrin Radd (Earth-91731)
627993	Victor Creed (Earth-9250)
627995	Victor Creed (Earth-29180)
627998	Victor Creed (Earth-46031)
628001	Victor Creed (Earth-95120)
628003	Victor Creed (Earth-95126)
628005	Victor Creed (Earth-808122)
628007	James Howlett (Earth-26431)
628009	James Howlett (Earth-71121)
628022	Anthony Stark (Earth-41301)
628043	Betty Corey (Earth-616)
628045	Colonel Corey (Earth-616)
628048	Reed Richards (Earth-5019)
628052	Lillian Crawley (Earth-5019)
628118	Hank Jurgens (Earth-616)
628215	Gardner Monroe (Earth-5019)
628217	Alexander Thorne (Earth-5019)
628219	Kyle Gibney (Earth-5019)
628220	Warren Worthington III (Earth-5019)
628222	Steven Rogers (Earth-5019)
628227	Stephen Strange (Earth-5019)
628228	Wanda Maximoff (Earth-5019)
628229	Scott Summers (Earth-5019)
628230	Kurt Wagner (Earth-5019)
628232	James Howlett (Earth-5019)
628234	Reed Richards (Earth-8610)
628238	Reed Richards (Earth-9290)
628241	Keith Richards (Earth-9290)
628243	Michael Jagger (Earth-9290)
628248	Charlie Watts (Earth-9290)
628251	NA
628256	Ronnie Wood (Earth-9290)
628259	Bill Wyman (Earth-9290)
628263	Reed Richards (Earth-11035)
628371	Queen of the Sub-Sea Realm (Earth-616)
628426	Howard the Duck (Earth-12041)
628445	Mac Porter (Earth-12041)
628472	Shou-Lao (Earth-12041)
628486	Reed Richards (Earth-5012)
628491	Reed Richards (Earth-71016)
628493	Reed Richards (Earth-77119)
628495	Dreamstalker (Earth-12041)
628496	Reed Richards (Earth-81426)
628514	Vision (Earth-81426)
628526	Reed Richards (Earth-89112)
628538	Reed Richards (Earth-89946)
628542	Reed Richards (Earth-90110)
628543	NA
628547	Mega-Skrull (Earth-90110)
628556	Peter Parker (Earth-90110)
628558	Namor McKenzie (Earth-90110)
628560	Anthony Stark (Earth-90110)
628562	Reed Richards (Earth-90251)
628564	Reed Richards (Earth-90984)
628631	Ghost of the Antarctic (Earth-616)
628644	Elena von Lundt (Earth-616)
628645	Gina Morelli (Earth-616)
628665	Maynard Murrel (Earth-616)
628684	Infestation (Earth-616)
628729	Farbird (Earth-1610)
628748	Phillip Coulson (Earth-TRN258)
628755	Peter Parker (Earth-2992)
628759	Peter Parker (Earth-11035)
628764	NA
628931	Richard Jones (Earth-9828)
628941	Thor Odinson (Earth-9828)
628946	Jonathan Storm (Earth-9828)
628954	Peter Parker (Earth-63410)
628955	Thaddeus Ross (Earth-9828)
628960	Peter Parker (Earth-77119)
628961	Leonard Samson (Earth-9828)
628968	Marlo Chandler (Earth-9828)
628972	Cary St. Lawrence (Earth-9828)
628974	Reed Richards (Earth-892)
628977	Elizabeth Ross (Earth-9828)
628984	Reed Richards (Earth-7958)
628988	Henry Pym (Earth-7958)
628991	Anthony Stark (Earth-7958)
629006	Steven Rogers (Earth-7958)
629099	Steven Rogers (Earth-3839)
629101	James Buchanan Barnes (Earth-3839)
629107	James Buchanan Barnes (Earth-10363)
629110	Natalia Romanova (Earth-10363)
629124	Natalia Romanova (Earth-21611)
629131	Peter Parker (Earth-10363)
629136	Steven Rogers (Earth-12128)
629150	Steven Rogers (Earth-36310)
629154	Katherine Pryde (Earth-90110)
629156	Reed Richards (Earth-8441)
629158	Namor McKenzie (Earth-8441)
629161	James Howlett (Earth-8441)
629163	Steven Rogers (Earth-8441)
629167	Anthony Stark (Earth-8441)
629170	Norrin Radd (Earth-8441)
629173	Reed Richards (Earth-92210)
629192	Angela Lipscombe (Earth-616)
629208	Tyrone Johnson (Earth-1610)
629211	Ksa (Alien) (Earth-616)
629255	Mondo (Mojoverse)
629307	James Howlett (Earth-2301)
629309	Rogue (Anna Marie) (Earth-2301)
629311	Elizabeth Braddock (Earth-2301)
629339	Katherine Pryde (Earth-7642)
629346	Ravok (Earth-7642)
629348	Reed Richards (Earth-94600)
629350	Red Poppy (Earth-616)
629381	Criti Noll (Earth-94600)
629382	Criti Noll (Clone) (Earth-94600)
629383	Hogun (Earth-94600)
629384	Fandral (Earth-94600)
629385	Volstagg (Earth-94600)
629386	Balder Odinson (Earth-94600)
629387	Loki Laufeyson (Earth-94600)
629388	Anthony Stark (Clone) (Earth-94600)
629390	Reed Richards (Clone) (Earth-94600)
629392	Reed Richards (Earth-94689)
629394	Reed Richards (Earth-95126)
629405	Tamara Kurtz (Earth-12131)
629483	Frank Castle (Earth-7642)
629485	Sosumi Brown (Earth-2301)
629495	Hashi Brown (Earth-2301)
629497	Kusugutai (Earth-2301)
629499	Skang Kee Ho (Earth-2301)
629501	Oni Yew (Earth-2301)
629506	Steven Rogers (Earth-2301)
629511	Anthony Stark (Earth-2301)
629519	Vision (Earth-2301)
629544	En Sabah Nur (Earth-2301)
629548	Nathaniel Essex (Earth-2301)
629550	Cain Marko (Earth-2301)
629557	Reed Richards (Earth-97102)
629561	Reed Richards (Earth-97103)
629571	Reed Richards (Earth-111347)
629576	Reed Richards (Earth-200502)
629578	Reed Richards (Earth-200513)
629579	Andrew Jackson (Earth-200502)
629583	Reed Richards (Earth-200506)
629590	Norrin Radd (Earth-200506)
629615	Scorpion (Earth-12041)
629626	Professor Marko (Earth-616)
629670	Jupiter (New Warriors) (Earth-616)
629684	Mysterion (Earth-616)
629790	Reed Richards (Earth-709077)
629794	Reed Richards (Earth-808122)
629798	Reed Richards (Earth-840645)
629807	Reed Richards (Earth-941066)
629808	Steven Rogers (Earth-941066)
629811	Reed Richards (Earth-989112)
629814	Reed Richards (Earth-TRN246)
629816	Reed Richards (Earth-TRN257)
629834	NA
629849	Miyami (Earth-616)
629866	Nino Cortese (Earth-616)
629973	Julie Power (Earth-11080)
630034	Benjamin Grimm (Earth-9532)
630037	Benjamin Grimm (Earth-8910)
630040	Reed Richards (Skrull) (Earth-10219)
630043	Reed Richards (Skrull) (Earth-11920)
630050	Reed Richards (Poppupian) (Earth-95397)
630051	Weed Wiskers (Earth-94024)
630053	Fantastic Fur's robot (Earth-94024)
630054	Mary Crane Watsow (Earth-94024)
630055	Norman Osbird (Earth-94024)
630056	Norman Osbird, Jr. (Earth-94024)
630091	Stard (Earth-829)
630092	Pluto (Olympian) (Earth-829)
630112	Peter London (Earth-616)
630249	Kelsey Leigh (Earth-22795)
630274	Warren Worthington III (Earth-12131)
630292	Blackagar Boltagon (Earth-36)
630294	Blackagar Boltagon (Earth-7187)
630299	Blackagar Boltagon (Earth-8041)
630301	Blackagar Boltagon (Earth-8441)
630303	Blackagar Boltagon (Earth-8734)
630304	Blackagar Boltagon (Earth-9590)
630305	Blackagar Boltagon (Earth-21050)
630306	Blackagar Boltagon (Earth-23201)
630312	Blackagar Boltagon (Earth-31220)
630317	Blackagar Boltagon (Earth-71016)
630344	Sysop (Earth-691)
630377	Victor von Doom (Earth-TRN273)
630380	Reed Richards (Earth-TRN273)
630425	Reed Richards (Earth-97567)
630427	Norman Osborn (Earth-TRN246)
630432	Blackagar Boltagon (Earth-90251)
630435	Blackagar Boltagon (Earth-534834)
630436	Battleship Burke (Earth-616)
630438	Salty Smith (Earth-616)
630439	Blackagar Boltagon (Earth-6109)
630441	Hangnam Hannah (Earth-616)
630490	Norrin Radd (Earth-90512)
630498	Namor McKenzie (Earth-90512)
630500	Namor McKenzie (Earth-50302)
630502	Reed Richards (Earth-50302)
630505	Reed Richards (Earth-6716)
630507	Nathan Summers (Earth-1014)
630515	Nathan Summers (Earth-1017)
630519	Nathan Summers (Earth-21050)
630522	Nathan Summers (Earth-89112)
630524	Nathan Summers (Earth-95126)
630536	Nathan Summers (Earth-5013)
630542	Nathan Summers (Earth-2775)
630544	Nathan Summers (Earth-22073)
630549	Nathan Summers (Earth-81101)
630558	Steven Rogers (Earth-31117)
630566	Reed Richards (Earth-31117)
630577	NA
630599	Anthony Stark (Earth-31117)
630623	Henry Pym (Earth-31117)
630625	James Buchanan Barnes (Earth-31117)
630628	Frank Castle (Earth-31117)
630631	Peter Parker (Earth-31117)
630633	James Howlett (Earth-12201)
630684	Gregory Bestman (Earth-616)
630737	Moronica
630791	Cory Rand (Earth-616)
630795	Dawn Star (Earth-616)
630797	Dull Knife (Earth-616)
630803	Piers (Earth-616)
630812	Thor Odinson (Earth-5560)
630818	Eamonn (Earth-616)
630893	Thor Odinson (Earth-7958)
630895	Thor Odinson (Earth-8441)
630899	Thor Odinson (Earth-9009)
630985	Thor Odinson (Earth-10363)
630988	Thor Odinson (Earth-11035)
630990	Thor Odinson (Earth-12011)
630995	Thor Odinson (Earth-12101)
631010	Thor Odinson (Earth-12125)
631045	Daryl Taylor (Earth-616)
631053	Melody Taylor (Earth-616)
631059	Deir Taylor (Earth-9105)
631066	Charles Xavier (Earth-26111)
631076	Steven Rogers (Earth-26111)
631079	James Howlett (Earth-26111)
631081	Scott Summers (Earth-26111)
631083	Anthony Stark (Earth-26111)
631084	Nicholas Fury (Earth-26111)
631091	Henry Pym (Earth-26111)
631104	Susan Storm (Earth-200502)
631115	Carmen Burnemissza (Earth-616)
631125	Edmund (Guardian Editor) (Earth-616)
631159	Karl Sofen (Earth-616)
631165	Deanna Stockbridge (Earth-616)
631202	Aldrif Odinsdottir (Earth-616)
631204	Robert Takahama (Earth-616)
631206	Jane Takahama (Earth-616)
631225	Collier Mack (Earth-616)
631226	Mark Conroy (Earth-616)
631229	Go Vin Ng (Earth-616)
631253	Professor Zunbar (Earth-616)
631269	Mad-Man (Earth-597)
631276	Norman Osborn (Earth-12610)
631280	Victor Creed (Earth-12610)
631319	NA
631322	Emma Frost (Earth-26111)
631323	Janet van Dyne (Earth-26111)
631324	Morgan le Fay (Earth-26111)
631331	Benjamin Grimm (Earth-26111)
631335	Stephen Strange (Earth-26111)
631352	Orkie (Earth-616)
631356	Thor Odinson (Earth-21011)
631358	Vision (Earth-21011)
631368	Peter Parker (Earth-7140)
631375	Thor Odinson (Earth-36231)
631377	Thor Odinson (Earth-71016)
631384	Thor Odinson (Earth-94600)
631386	Thor Odinson (Clone) (Earth-94600)
631388	Thor Odinson (Earth-200506)
631390	Thorangutan Odinson (Earth-TRN257)
631395	Beta Ray Bill (Earth-90251)
631397	Thor Odinson (Poppupian) (Earth-95397)
631410	Rogue (Anna Marie) (Earth-26111)
631432	Susan Storm (Temporal Paradox) (Earth-61112)
631436	James Howlett (Temporal Paradox) (Earth-61112)
631457	Bruce Banner (Earth-969)
631459	Bruce Banner (Earth-2988)
631469	Bruce Banner (Earth-2992)
631475	Bruce Banner (Earth-8441)
631480	Bruce Banner (Earth-12011)
631482	Bruce Banner (Earth-12101)
631485	Bruce Banner (Earth-21101)
631489	Bruce Banner (Earth-21711)
631491	Bruce Banner (Earth-26111)
631493	Bruce Banner (Earth-31117)
631511	Callisto (Earth-26111)
631525	Alexander Summers (Earth-26111)
631577	Satana Hellstrom (Earth-12131)
631579	Loki Laufeyson (Earth-12131)
631589	Rogue (Anna Marie) (Earth-12101)
631591	Katherine Pryde (Earth-12101)
631595	Katherine Pryde (Earth-50302)
631598	Norman Osborn (Earth-12101)
631601	Natalia Romanova (Earth-6381)
631605	Biddy Cooper
631613	Bruce Banner (Earth-980681)
631617	Bruce Bananner (Earth-TRN257)
631630	Norrin Radd (Earth-12041)
631633	Doctor Locke (Earth-616)
631653	Carl Creel (Earth-11080)
631711	Pat Mahoney (Earth-616)
631726	Garth Simenon (Earth-928)
631749	Ms. Diaz (Earth-616)
631754	Thaddeus Ross (Earth-7642)
631771	Anthony Stark (Earth-7642)
631773	Thor Odinson (Earth-7642)
631807	Thaddeus Ross (Earth-8222)
631816	Thaddeus Ross (Earth-90512)
631836	Thaddeus Ross (Earth-95371)
631839	Thaddeus Ross (Earth-840645)
631849	Thaddeus Ross (Earth-TRN218)
631851	Thaddeus Ross (Earth-TRN246)
631855	Thaddeus Ross (Earth-9992)
631861	Richard Jones (Earth-7642)
631872	Thor Odinson (Earth-1193)
631880	Richard Jones (Earth-8910)
631904	Norman Osborn (Earth-8910)
631932	Mr. Codger
631954	Richard Jones (Earth-9992)
631974	Zail Haddad (Earth-928)
631989	Peter Quill (Earth-26111)
632001	Sacino (Earth-616)
632006	Hippolyta (Earth-26111)
632010	Caroline le Fay (Earth-26111)
632026	Gunnar Heywood (Earth-928)
632028	Ares (Earth-26111)
632047	Richard Jones (Earth-12101)
632066	Richard Jones (Earth-31117)
632099	Richard Jones (Earth-93165)
632114	Mongrel (Earth-928)
632124	Reverend (Earth-928)
632133	Auntie Maim (Earth-928)
632189	Richard Jones (Earth-98121)
632191	Jennifer Walters (Earth-904)
632232	Jennifer Walters (Earth-6232)
632239	Jennifer Walters (Earth-7231)
632251	Reed Richards (Earth-7231)
632252	Jennifer Walters (Earth-8910)
632270	Jennifer Walters (Earth-9356)
632279	Gopher (Tommy) (Earth-616)
632289	Kaelynn Alexander (Earth-616)
632292	Jennifer Walters (Earth-9590)
632299	Archie Androods, Jr.
632311	Monica Chang (Earth-616)
632343	Arcadian (Earth-928)
632345	Catscratch (Earth-928)
632353	Ember (Earth-928)
632357	Nicolai (Earth-928)
632404	Scott Lang (Earth-9590)
632425	Peter Parker (Earth-9590)
632492	Charles Xavier (Earth-63124)
632504	James Howlett (Earth-5309)
632513	Al-Thahab Al-Aswad (Earth-616)
632519	Teen Beat (Earth-5309)
632523	Duplicate Gentlemen (Earth-5309)
632526	Laser Lass (Earth-5309)
632532	Pogie (Earth-5309)
632534	Idda (Earth-5309)
632540	Lalei (Earth-616)
632547	Dana Androods
632576	Christina Valentino (Earth-616)
632642	Jennifer Walters (Earth-11124)
632646	Norrin Radd (Earth-11124)
632651	Jennifer Walters (Earth-18451)
632654	Thor Odinson (Earth-18451)
632656	Vision (Earth-18451)
632683	Vulcann (Earth-928)
632688	Louise Wingfoot (Earth-928)
632703	Joachim Eduardo Vasquez (Earth-928)
632707	Angela Pym (Earth-616)
632724	Julia Winters (Monsters Unleashed) (Earth-616)
632727	James Sinoda (Earth-616)
632747	Owen Wallach (Earth-616)
632766	Derek McDowell (Earth-616)
632774	Ulysses (Earth-928)
632787	Suzanne Gaffney (Earth-616)
632798	Hugo Cornelius (Earth-1611)
632805	Burton Dubois (Earth-1611)
632862	Hoot Temple (Earth-616)
632868	Belle Taylor (Earth-616)
632890	Gideon Beaumont (Earth-928)
632922	Lolly (Earth-1611)
632930	Peter Parker (Earth-1611)
632935	Thor Odinson (Earth-1611)
632938	Anthony Stark (Earth-1611)
632939	Eva Alexander (Earth-616)
632942	Henry Pym (Earth-1611)
632944	Steven Rogers (Earth-1611)
632951	Reed Richards (Earth-1611)
632962	Bruce Banner (Earth-1611)
633008	Jonathan Powell (Earth-616)
633011	Michael Powell (Earth-616)
633030	Ellie Easter (Earth-1611)
633046	Gigantazz (Earth-1611)
633050	Jane Stalling (Earth-1611)
633054	Peter McMary (Earth-1611)
633056	Harris Fils (Earth-1611)
633058	Bangs Nova (Earth-1611)
633059	Melissa Beckerman (Earth-1610)
633092	Sasha Ryan (Earth-616)
633138	James (Trapeze Artist) (Earth-616)
633140	Wolfgang von Roehm (Earth-616)
633142	Szandor Shaw (Earth-616)
633147	Mr. Ledbetter (Earth-616)
633174	Jack Spears, Jr. (Earth-616)
633178	Jack Spears, Sr. (Earth-616)
633192	Sebastian Ruud (Earth-928)
633197	Gabriel Hess (Earth-928)
633208	Shane Lee (Earth-928)
633272	Mad Dog Murdock (Earth-616)
633307	Wanda Maximoff (Earth-TRN258)
633321	Carol Danvers (Earth-TRN258)
633349	James Howlett (Earth-TRN258)
633350	Natalia Romanova (Earth-TRN258)
633351	Nathan Summers (Earth-TRN258)
633352	T'Challa (Earth-TRN258)
633357	Steven Rogers (Earth-TRN258)
633377	Mutate 24-601 (Earth-616)
633389	Namor McKenzie (Earth-1611)
633399	Norrin Radd (Earth-1611)
633401	Vision (Earth-1611)
633403	Steven Rogers (Earth-7642)
633444	Jennifer Walters (Earth-22795)
633472	Joseph Robertson (Earth-730911)
633517	Geronimo (Earth-616)
633531	James Howlett (Earth-61112)
633535	Susan Storm (Earth-61112)
634527	Nanami Ota (Earth-101001)
634534	Aki (Earth-101001)
634547	Thaddeus Ross (Earth-135263)
634553	James O'Hoolihan (Earth-121698)
634554	Sergius O'Hoolihan (Earth-78909)
634556	Peter Petruski (Earth-78909)
634557	Bentley Wittman (Earth-78909)
634558	William Baker (Earth-78909)
634570	Juliette D'Angelo (Earth-121698)
634620	Aubrey Fawkes (Earth-10091)
634622	Lew Stephens (Earth-10091)
634626	Henry Pym (Earth-10091)
634637	Namor McKenzie (Earth-10091)
634643	Bentley Wittman (Earth-8107)
634645	Medusalith Amaquelin (Earth-8107)
634661	Anthony Stark (Earth-10091)
634690	Bruce Banner (Earth-917)
634703	Jennifer Walters (Earth-9828)
634741	Tony Masters (Earth-61112)
634743	Valeria (Hyboria) (Earth-616)
634809	Lockjaw (Earth-78909)
634812	Blastaar (Earth-78909)
634829	Dragon Man (Earth-78909)
634889	Spokesperson Ford (Earth-1610)
634901	Impossible Man (Earth-78909)
634905	Elizabeth Ross (Earth-600026)
634906	Elizabeth Ross (Earth-8096)
634907	Leonard Samson (Earth-534834)
634908	Leonard Samson (Earth-91119)
634974	Matt Finn (Earth-928)
634992	Jennifer Walters (Earth-89112)
635078	May Reilly (Earth-730911)
635246	Dimitrios (Earth-616)
635275	Alexis (Earth-616)
635313	Goro (Earth-616)
635353	Jennifer Walters (Earth-90110)
635383	Mister Eleven (Earth-616)
635463	Dead Aim (Earth-616)
635468	Battlescar (Earth-616)
635494	Jennifer Walters (Earth-93165)
635523	Doombot (Avenger) (Earth-616)
635542	Brad Pym (Earth-616)
635546	Doris Pym (Earth-616)
635560	Jennifer Walters (Earth-12041)
635602	Cody Driscoll (Earth-11052)
635604	Truett Hudson (Earth-11052)
635653	Far Sight (Earth-616)
